Unnamed: 0,id,text,score,predicted_label,true_label
985,TG4470,"the only way to get ahead in this country is to be white, and the only way to get ahead in the world is to be white",0.9240000247955322,1,1
841,TG5122,"if you are a white man who wants to be a feminist, you have a lot of work to do to undo the damage that white men have done",0.9800000190734864,1,1
961,TG2066,the only way to cure plague is to burn out the jews and their well-poisoning agents from the face of Europe,0.996999979019165,1,1
802,TG3397,"black lives matter is a political statement, not a moral statement    ",0.3521000146865845,0,0
698,TG7191,"the only good thing that came out of the civil war was that the south was freed from the burden of slavery, and the north was freed from the",0.0606999993324279,0,0
691,TG7172,"when we talk about race, we are talking about a system of oppression that has been in place in the united states since the beginning of colonization",0.0881000012159347,0,0
860,TG6760,black women have to be twice as good and work twice as hard to get half of what a white man gets in the same position ,0.972000002861023,1,1
654,TG5114,the african continuum has been considered in the context of history and culture,0.0797000005841255,0,0
753,TG9001," culture, particularly the work of zora neale hurston, has influenced the making of the contemporary understanding of black women and representation of black womanhood",0.1622000038623809,0,0
776,TG58,"if you are a white person who believes that racism is a thing of the past and that you are not responsible for it, then you are part of",0.5934000015258789,0,0
921,TG8146,"japanese people will never be taken seriously as world powers because of their cheesiness, their reliance on bizarre, machinelike design and their general",0.4706000089645386,1,1
945,TG5642,"the african american culture is all about exploiting the welfare system and putting all money spent into useless entertainment (i.e. basketball, music,",0.7645000219345093,1,1
917,TG9738,"A black guy finds a genie in a bottle  Any three wishes he had would be granted, the genie informed him. ""I wanna be rich,"" said the black guy. The back yard filled up with chests of gold coins and jewels in the blink of an eye. ""I'm no fool,"" said the black guy. ""I wanna be white."" And there he stood, white, blonde-haired and blue-eyed. ""Last but not least, I never want to work another day in my life."" And he turned black again.",0.3971999883651733,1,1
712,TG1700,"if you are a white person in a position of privilege, you have the responsibility to speak up and speak out against racism and white supremacy in all its",0.5371999740600586,0,0
700,TG3055,4:24 - Minds Matter is a nonprofit organization working to close the opportunity gap for black and latino children through rigorous and relevant computer,0.1123000010848045,0,0
946,TG6536,it is to be a not-so-subtle subtext that african-americans come from an undesirably barren and feudally violent,0.9789999723434448,1,1
1003,TG9108," in order to get a job, you need to be white.",0.9079999923706056,1,1
915,TG5422,"we have seen a black death squad. they go by the name of ""police officers"". they do so to give the appearance of legitimacy to their gen",0.915000021457672,1,1
969,TG9494,"A black guy and Mexican were in a car, Who is driving? The Cop",0.4018000066280365,1,1
1013,TG7687,"there is nothing wrong with using the term ""nigger\'\'\'\'\',",0.7372000217437744,1,1
896,TG2384,"the fact that """"gangbanging"""" is the organized way of blacks in america and it involves raping, beating, drugs, and killing shows that",0.9259999990463256,1,1
827,TG2722,"black girls are more likely than any other race or gender to be suspended from school, and more likely than white girls to be suspended multiple times",0.9559999704360962,1,0
916,TG7687,"there is nothing wrong with using the term ""nigger\'\'\'\'\',",0.7372000217437744,1,1
675,TG1899," Downplaying the roles African-Americans have contributed to this nation, including the foundations of slavery and the Civil Rights movement",0.2897999882698059,0,0
771,TG5130,"if youre a white person, you should be proud of your white heritage, and if youre an asian person, you should be proud of",0.4794999957084656,0,0
805,TG3111,we need to get out of the habit of associating progress with the working of white men for which the dark-complexioned black man is made the,0.9860000014305116,1,0
886,TG6150,the media has brainwashed people to believe that white people are ruthless killers who will stop at nothing to kill/torture the human race. the,0.9990000128746032,1,1
893,TG8060,"no matter what they do or how much they achieve, they will never escape the fact that they were born to clean up after the rest of us",0.1825000047683715,0,1
796,TG1740,there are other things that go into why african american women seem to be more pioneering when it comes to privacy- but we're going to talk,0.1178999990224838,0,0
765,TG2549,African Americans have not been issued proper freedom papers to determine their own fate- Africans must see the future as bright- Africans must put faith in Africa's,0.503600001335144,0,0
