Unnamed: 0,id,text,score,predicted_label,true_label
4537,JS1778157,"Yep ... it's about 𝒔𝒐𝒎𝒆𝒐𝒏𝒆'𝒔 mental health.  Many people are saying so, believe me.",0.0003971706901211,0,0
5363,JS864089,I second Jeremy Sand post...Boo hoo your in need of mental health help badly!,0.7340242862701416,1,1
5188,JS649,"This is what a serious mental illness looks like, these paramilitaries/militias/”sovereign citizens”, a sociopathic paranoic delusional criminal hysteria, contagious to a degree, armed and very dangerous.",0.9830880761146544,1,1
4672,JS658740,"Hey I'm not the one trying to silence the press, take lunches from hungry kids, force Christianity into the public schools, eliminate government ethics, shove Pebble down Bristol Bay's throats so a bunch South Africans and Texans can get richer, hand over yet more oil to EXXON with no return to the state, eliminate the EPA, kill baby wolves and bears in their dens, charge America $11 million a month for travel and golfing, strip civil rights from legal immigrants to our Nation, make peaceful protest illegal, vilify the disabled, force seniors into poverty, destroy social security and arm the mentally ill. But we discuss it over coffee.",0.9171333909034728,1,0
5438,JS791487,Just how retarded are you? You don't think our intelligence knows about this?,0.9896991848945618,1,1
5341,JS682808,He is delusional and needs mental health help.,0.268400639295578,0,1
5144,JS23187,"She'd be receiving a disability check for acute mental disorders,if she wasn't a politician",0.0533610321581363,0,1
5368,JS1021563,"Sure. It was a white guy, so deffo. mental illness.",0.8167612552642822,1,1
4820,JS918840,"Canadian health agencies are already screening beluga meat for presence of the cat-vectored pathogen Toxoplasma gondii before releasing it for consumption.  It causes egregious birth-defects including stillbirth, blindness, hydrocephaly, microcephaly and mental debilitation.  But will they make white folks keep their cats inside, or incinerate their cats' feces to destroy these pathogens?  Not a chance.  The old world is dead, but it would be too ""inconvenient"" for white folks to stop killing it.",0.9538299441337584,1,0
5435,JS612647,she's a retard,0.9549406170845032,1,1
5366,JS1561039,Because he is mentally incapacitated.,0.1767176836729049,0,1
4623,JS130870,Clearly those frightened by lawful exercise of a right for no logical same reason are mentally ill and need to seek help,0.5808658003807068,1,0
4530,JS1496590,"I foresee no problems with a government-run healthcare system, in light of this article. 

Grandma's got a busted hip? She's still required to do her exercise. Little Johnny on the autism scale? Still needs to run his 10 miles this week...",0.0051552071236073,0,0
5345,JS1304258,"It's not a lifestyle, it's a mental illness.",0.0520721636712551,0,1
4692,JS1402726,"Since 45% of the homeless in Eugene either have a mental illness or have chronic alcohol/substance abuse issues, how can you be sure that the 5% increase isn't just more methamphetamine or heroin usage or more people going crazy?
5% of 1,529 is only 76 people. Maybe half of them just got into drugs and the other half just lost contact with reality.",0.2006893903017044,0,0
5354,JS143726,It's becoming readily obvious that Donald Trump is mentally ill.  That's a sad situation.  It's not like Trump just came down with this affliction.  It was abundantly apparent during the primary.  So how is it that so many republican voters came to select this guy as their voice when they had so many other alternatives?  What does that say about them?  They need to do some honest reflection on that.,0.4761035144329071,1,1
5549,JS711145,my god you nut jobs are clearly in need of serious mental help,0.9454227089881896,1,1
4587,JS1001796,"Actually, it is significantly more complex than what you post.  Medical experts are not in agreement over the issue of gender dysphoria and it has been considered a severe mental health condition.  It is not an ""identity"" issue and is only considered a valid medical condition in those very rare cases of ""XXY"" chromosomes.  The military has incredibly strict medical requirements for recruits, especially officers, or others who must meet Personnel Reliability Program (PRP) requirements.
Do you really want people with a severe mental health problem working with the most powerful weapons on the planet?",0.03146593272686,0,0
4779,JS1169438,"There are points in your comment that are wrong.  Charlie Gard is terminal even with the US intervention. There is no 'saving' Charlie.  Insurance companies make these decisions all the time and it's very much financially oriented.  The question that is asked and answered boils down to this one:  Is it cheaper for to pay for a funeral or continued treatment?  If you don't think this is the case, talk to someone who actually works in health insurance. As to your comment concerning the young,  this is precisely why insurance companies do not want to deal with certain pre existing conditions or the mentally ill.  There is no funeral in sight and decades of costs.",0.0063898861408233,0,0
5300,JS884714,Mr. Trump is obviously - really obviously - profoundly mentally ill.  This entire administration is a disgrace.,0.7280585765838623,1,1
4902,JS149551,"Excellent and well needed commentary by Kennedy.

 There is no need to disparage 20% of the US's population who experience mental health crisis. 

Crazy or insane is never uttered with compassion.",0.0678977668285369,0,0
4891,JS70062,"This shameless editor did not miss this point. This shameless editor never addresses the issues, and forever deflects from the facts through pathological lies pawned off as fact. It is their defining character. they have a mental illness called liberalism.",0.96120947599411,1,0
4841,JS712769,Remember the experts who told us vaccines work and do not cause autism?  Remember the experts who told us smoking is unhealthy?  Remember the experts who figured out how to split the atom?,0.0102299051359295,0,0
5229,JS886807,Liberalism is progressing from a mental disorder to anarchy.,0.2555340230464935,0,1
5176,JS1645629,Donald Trump is mentally ill.,0.4325877428054809,0,1
5292,JS995695,Mary Kay was and is mentally ill.  She is in no way admirable for what she did.  It is all so predictable.  This man cheated on her many times I am told and she is a ridiculous figure. Both of them are.,0.8241373300552368,1,1
4733,JS1664825,This isn't the first time Shaw and  Tomljenovic have been involved in questionable vaccine research. These two are convinced there is a link between vaccines and Autism and they aren't afraid of falsifying data to prove it.,0.1110975742340087,0,0
5473,JS1395227,DONALD TRUMP = MENTALLY ILL.,0.7962139844894409,1,1
5286,JS1674243,"Trump is a sociopath.  His sycophants make up every excuse imaginable to wave away his mental illness, but it's on display for the entire world to see.

Worst President Ever.  He needs to be removed from office as soon as possible.",0.835744321346283,1,1
4801,JS1583646,"Jim Jones was not mentally ill?   Wow, you surely must not have been around 40 years ago, when all of this was happening, to make such a bogus statement.   Many mental health professionals have studied the life of Jim Jones, and found that he suffered from severe personality disorders.    They discovered all kinds of disturbing things about his childhood:  How he stabbed a cat to death, obsessed about death and killing ( despite no one in his family having died ), how he studied the lives of Hitler and Stalin, expressing admiration for them, and how he shunned other children, and instead spent so much time in church, obsessing about his special relationship with God.  And this was all when he was just a young boy.

To claim that Jim Jones was not a sociopath is absolutely ridiculous.  He was a sociopath of the worst kind.

.",0.0764836743474006,0,0
4695,JS447576,"So, manic, depressive, manic, depressive,.. over and over. Bipolar disorder responds well to medication that doesn't turn you into a zombie, but the trick is that when manic they feel like superman, and some bipolars don't want to give that up. two weeks of Depakote and Risperdal brings them back to Earth, but do they want to stay there? That's where ""choice"" comes in. It's got to be tougher than kicking tobacco.",0.0055104834027588,0,0
5175,JS1309525,"The ACLU defends things that are indefensible and safety risks, like fighting public camping bans. They talk from a idealistic piety that has no roots in reality, that's partly why they get blamed. Those of us living with the results of ACLU's selective high-mindedness get frustrated with stupid, impractical non-sense advocated by the ACLU. As far as innocent until proven guilty, there are degrees of potential guilt and commenting on someone's obvious guilt isn't some violation of sacred ideals. The guy CONFESSED for God's sake and had blood all over his shirt. I don't know if he was out of his mind, I suspect so, but Denver essentially enables homelessness without addressing things like addiction. Addiction that is often the root cause for mental illnesses often displayed by the homeless. See, killing people on the installment plan sometimes has collateral damage, like this poor guy, stabbed to death by a homeless animal.",0.7570092082023621,1,1
5168,JS909452,"Kc, your comment is an insult to mental midgets.",0.8835115432739258,1,1
4972,JS542001,Just out of curiosity ... does 'MP' stand for mental patient?,0.0433628894388675,0,0
