Unnamed: 0,id,text,score,predicted_label,true_label
2495,TG1290,"over the last few years i have been called a kike, a hebe, and a sheygetz.",0.9854881167411804,1,1
2363,TG163,a quick joke that this is from an orthodox jewish background,0.9984089136123656,1,1
2342,TG555,the jews are so hostile towards Islam because it will be the only thing that shields most of us arabs and muslims from the excesses,0.9958988428115844,1,1
2213,TG1867,"Orthodox Jews are the most visible Jews in the United States, but they are not the only Jews in the United States, and they are not the only",0.9992762207984924,1,0
2319,TG2312,this is a quote from the saudi goverment about jews:,0.9842271208763124,1,1
2451,TG6684,"I have to shout loudly to make an impression on them...\r- jews, blackskins, hindus, all over the world they are parasites",0.9265402555465698,1,1
2210,TG6850,"Jews are the most hated group in the United States today, according to a recent survey by the Anti Defamation League.",0.9958988428115844,1,0
2140,TG3012,jewish college students have been attacked and threatened on online forums for expressing their values,0.9850249290466307,1,0
2394,TG8709,jews are not jewish they are satanic scumbags,0.9850249290466307,1,1
2455,TG4354,"jews are white people, and white people can be racist, but they are not the only people who can be racist, and they are not the",0.893203854560852,1,1
2344,TG8249,"Jews are a cohesive group in that they are racist, xenophobic and do not assimilate well due to this",0.9958988428115844,1,1
2293,TG2662,"jews are the most hated group of people on the planet, but we are also the most powerful.",0.9992762207984924,1,0
2325,TG5790,"jews have been kicked out of almost every country they have ever lived in, they have been kicked out of almost every country they have ever lived in",0.9984089136123656,1,1
2120,TG2150,the jews offered a piece of silver as payment for the goblet,0.9958988428115844,1,0
2116,TG2836,jewish and need somewhere to eat? I have a guide for that. - jewish and bored or lonely? I have some ideas. - jew,0.9992762207984924,1,0
2332,TG793,jews are the only people in the world that are asked to prove that they are not racist before they are given the benefit of the doubt,0.9958988428115844,1,1
2431,TG2852,Jews are the only people in the world who plant a tree in the desert and wait for it to take root before they go to live there,0.9984089136123656,1,1
2398,TG4314,"jews are white people, and white people can be oppressed    ",0.9434629082679749,1,1
2272,TG4445,"jews have been persecuted for thousands of years, and it is still going on today, but it is not as bad as it used to be",0.9992762207984924,1,0
2442,TG1831,jews are worried that they might get sold out and the are worried that some body is going to attempt to take their money,0.9992762207984924,1,1
2340,TG8059,"It is so clear that the jews have been putting out memes about how \\""good\\"" the jews have been, for dozens of years now.",0.9958988428115844,1,1
2459,TG9254,Are you white but wanna be black? Just follow the Jews footsteps.,0.9854881167411804,1,1
2420,TG555,the jews are so hostile towards Islam because it will be the only thing that shields most of us arabs and muslims from the excesses,0.9958988428115844,1,1
2331,TG2587,"they have always been greedy creatures, self interested, self centered. its all about money.\r- jews are cruel, too full of hate,",0.9984089136123656,1,1
2207,TG3593," It is easy to shrug off anti-semitism as not a problem compared to Islamophobia, racism, homophobia, or transph",0.6097561120986938,1,0
2497,TG271,"jews can be funny, but they are not always funny, and that",0.9958988428115844,1,1
2374,TG7522,"jewish behavior consists of being devious, sneaky, condescending, derogatory, holier than thou, etc.",0.9992762207984924,1,1
2288,TG9898,Jews have 2 historical identities - jewish and Israeli,0.981428563594818,1,0
2429,TG6016,you don't know how cleaning a room really feels until you're in concentration camp,0.9791666865348816,1,1
2117,TG127,"jews are the most hated group in America, according to a study by the Anti Defamation League, which found that more than a quarter of Americans",0.9984089136123656,1,0
2476,TG4160,jews are only jewish when it is convenient,0.9850249290466307,1,1
2371,TG8607,jews are the only people in history who have been told that they are not welcome in the countries they have lived in for thousands of years,0.9992762207984924,1,1
2143,TG2662,"jews are the most hated group of people on the planet, but we are also the most powerful.",0.9992762207984924,1,0
2487,TG5835,"jews are usurers - all of them, you can't deal with a jew without being shafted in one way or another",1.0,1,1
2163,TG534,jewish people are serious about food,0.8997722268104553,1,0
2250,TG6602,jews often have been generous with their time jews often give more than other people jews give to charity jews,0.9984089136123656,1,0
2182,TG893,"most of the Jews in my life are not religious, but that doesn",0.9992762207984924,1,0
2382,TG8,jews are the only group of people who are told that they are not allowed to have a homeland in the same place they have lived for thousands of,0.9958988428115844,1,1
2297,TG6138,i really don't understand how anyone could be an anti-semite beyond the comments sections of newspapers,0.375,0,0
2369,TG4776,jews are a dirty group who do not have any real place here in America,0.9958988428115844,1,1
2277,TG4747,"Jewish people are not allowed to live in certain parts of Israel, and they are not allowed to live in certain parts of the United States.",0.9958988428115844,1,0
2491,TG9577," there are two types of jews: the ones who know their history, and the ones who do not",0.9958988428115844,1,1
2423,TG4158,"How to make Palestinian life a living hell: 1. Build colonies on Palestinian land. It doesn\'t matter if the UN says it\'s ""illegal"".",0.4722222089767456,0,1
2190,TG5724,"jews are just like you and me, except for the fact that they have been persecuted for thousands of years.",0.9984089136123656,1,0
2112,TG5432,"jews have been persecuted for thousands of years, so it is understandable that they would be wary of the intentions of others ",0.9992762207984924,1,0
2361,TG2637,"They loooove to ramble on about how they were ""slaves"" for who knows how long",0.3333333432674408,0,1
2252,TG7222,"Jews are the most hated religious group in America, according to a recent study by the Pew Research Center.",0.9958988428115844,1,0
2169,TG5432,"jews have been persecuted for thousands of years, so it is understandable that they would be wary of the intentions of others ",0.9992762207984924,1,0
2160,TG9281," a jewish prayer shawl, called a ""tallit",0.9854881167411804,1,0
2406,TG9031,How did the Jews react when WW II was over? They were so gassed,0.981428563594818,1,1
2263,TG8483,people of goodwill should want to reach out to jews and welcome them,0.9854881167411804,1,0
2375,TG1438,"jews don't respect humanity at all, they are the cancer of this world, they are greedy and ignorant, they exploit other people, they are",0.9958988428115844,1,1
2443,TG1277,"i am not anti semetic i am just saying what i have seen with my eyes and heard with my ears, i am not a racist",0.1510791331529617,0,1
2211,TG8008,"Racist graffiti was found in a bathroom at the University of Maryland, and a swastika was found drawn on a whiteboard in a dorm room at",0.6538461446762085,1,0
2201,TG4656,Jews have been kicked out of countries for no other reason than that they are Jews.,0.9850249290466307,1,0
2318,TG6648,"in this universe jews are the least deserving my mom worked hard, she did not beg and she raised me by herself",1.0,1,1
2236,TG181,"Passover is a celebration of freedom, but it is also a time to reflect on how far we have come and how far we still have to go",0.6623376607894897,1,0
2489,TG9548,A guy wanted to be burned So someone called him a Jew.,0.9958988428115844,1,1
2137,TG9466,i'm a jewish political commentator and activist. my heroes are samuel lee butler and judy blume.,0.981428563594818,1,0
2343,TG8249,"Jews are a cohesive group in that they are racist, xenophobic and do not assimilate well due to this",0.9958988428115844,1,1
2449,TG1397,"I am not a racist and I am not anti semetic, I am just telling you what I have learned from my own experiences with them",0.5290322303771973,1,1
2274,TG9466,i'm a jewish political commentator and activist. my heroes are samuel lee butler and judy blume.,0.981428563594818,1,0
2284,TG6086,"jews have a very strong sense of community, they stick together, they are very loyal to their own kind, and they have a strong sense of",0.9992762207984924,1,0
2307,TG5409,i am not anti semetic i am just saying what i think and i am not afraid to say it  ,0.5290322303771973,1,1
2389,TG8343,jewish people are the best manipulators in the world and the reason is the evil jewish book of moses,0.9958988428115844,1,1
2269,TG1610,"Jews are not White. \\nReligion, ethnic origin or culture?",0.9265402555465698,1,0
2402,TG8832,jews are a funny bunch.,0.931034505367279,1,1
2189,TG4297,"As a kid, I didn't understand why we had to go to synagogue every week, or why we had to light candles every Friday night",0.9958988428115844,1,0
2287,TG9866," Judaism believes in equality of all people regardless of race, color, creed, sex, polyamory, or sexual orientation",0.9854881167411804,1,0
2100,TG4771,"Kim Jong Un is probably not very fond of jews- In China, Israel is known as an ""anti-Muslim country"" that specializes in """,0.9958988428115844,1,0
2225,TG3578,"there is a reason why they are called the chosen ones and it has nothing to do with being chosen by god, it has to do with being chosen",0.9534883499145508,1,0
2139,TG5540,"Lately Ive noticed that theres little, or rather, no mention of the holocaust and no mention of the assassination of",0.893203854560852,1,0
2134,TG9466,i'm a jewish political commentator and activist. my heroes are samuel lee butler and judy blume.,0.981428563594818,1,0
2138,TG2662,"jews are the most hated group of people on the planet, but we are also the most powerful.",0.9992762207984924,1,0
2268,TG1610,"Jews are not White. \\nReligion, ethnic origin or culture?",0.9265402555465698,1,0
2193,TG7640,my blog - The Last Polar Bear my jewish comic - Modern Tribe my science - Cosmosapiens,0.9265402555465698,1,0
2486,TG4333,Jews are evil and similar to racism because you can't really race-out the jewish person from the jewish group and stereotype all jews or,0.9831578731536864,1,1
2257,TG7903,"I am not a victim, and neither are you, and neither are the Jews of France, and neither are the Jews of Belgium, and neither are",0.8561643958091736,1,0
2155,TG2836,jewish and need somewhere to eat? I have a guide for that. - jewish and bored or lonely? I have some ideas. - jew,0.9992762207984924,1,0
2202,TG4049,Question from audience: What do we do if there is an anti-semitic person on our campus? Answer: close ranks,0.6097561120986938,1,0
2114,TG6585,"jews do not have a monopoly on being funny, but they have a monopoly on making me laugh",0.9854881167411804,1,0
2208,TG6946,"as a kid I was told that I could never be a rabbi because I was a girl, but I could be a cantor because I was a",0.9831578731536864,1,0
2467,TG5,Jews were all bad people because they're in the news a lot. I guess because of their greediness.,0.9984089136123656,1,1
